Date,Open,High,Low,Close,Adj Close,Volume
2014-05-13,120.000000,121.000000,119.500000,120.500000,90.081131,24007000
2014-05-14,121.000000,122.000000,120.500000,122.000000,91.202484,32763000
2014-05-15,121.000000,122.000000,120.500000,122.000000,91.202484,16779000
2014-05-16,122.000000,123.000000,121.000000,122.000000,91.202484,28390000
2014-05-19,122.000000,122.500000,121.000000,121.000000,90.454880,18373000
2014-05-20,122.000000,122.000000,121.000000,121.000000,90.454880,25192000
2014-05-21,122.000000,122.000000,120.500000,120.500000,90.081131,24178000
2014-05-22,121.500000,122.000000,121.000000,122.000000,91.202484,26290000
2014-05-23,121.000000,122.500000,121.000000,122.000000,91.202484,31726000
2014-05-26,123.000000,123.500000,122.000000,123.000000,91.950027,19792000
2014-05-27,122.500000,124.000000,122.500000,123.500000,92.323799,18012000
2014-05-28,124.000000,124.000000,122.500000,124.000000,92.697586,36670000
2014-05-29,123.500000,124.000000,121.500000,122.000000,91.202484,43028000
2014-05-30,122.000000,122.500000,119.500000,119.500000,89.333549,69042000
2014-06-03,120.000000,122.500000,120.000000,122.500000,91.576248,37556000
2014-06-04,123.500000,124.000000,123.000000,123.500000,92.323799,33407000
2014-06-05,123.000000,123.500000,121.500000,123.000000,91.950027,19524000
2014-06-06,123.500000,123.500000,122.000000,122.500000,91.576248,19230000
2014-06-09,122.500000,123.500000,122.500000,123.000000,91.950027,19684000
2014-06-10,123.000000,124.500000,122.500000,124.500000,93.071358,25050000
2014-06-11,124.000000,125.000000,123.500000,125.000000,93.445145,27770000
2014-06-12,124.000000,124.000000,123.000000,123.500000,92.323799,22138000
2014-06-13,123.000000,123.500000,122.500000,123.000000,91.950027,17160000
2014-06-16,122.500000,124.000000,122.500000,124.000000,92.697586,13550000
2014-06-17,124.000000,125.000000,123.000000,125.000000,93.445145,19795000
2014-06-18,125.000000,126.500000,124.000000,125.500000,93.818916,37238000
2014-06-19,124.500000,126.000000,124.500000,126.000000,94.192719,17873000
2014-06-20,126.500000,127.000000,124.000000,124.500000,93.071358,30094000
2014-06-23,125.000000,125.500000,123.000000,123.000000,91.950027,25096000
2014-06-24,123.000000,123.500000,122.000000,123.000000,91.950027,33225000
2014-06-25,123.000000,124.500000,123.000000,123.500000,92.323799,30757000
2014-06-26,124.500000,125.000000,123.500000,124.500000,93.071358,30279000
2014-06-27,125.000000,126.500000,124.000000,125.500000,93.818916,44396000
2014-06-30,126.000000,127.000000,125.000000,126.500000,94.566475,33280000
2014-07-01,126.500000,128.500000,126.000000,128.000000,95.687813,32922000
2014-07-02,129.500000,132.500000,129.000000,132.500000,99.051865,51457000
2014-07-03,131.500000,135.000000,130.500000,134.500000,100.546982,40176000
2014-07-04,133.500000,136.000000,132.000000,135.000000,100.920776,44006000
2014-07-07,134.500000,136.000000,132.500000,136.000000,101.668312,32123000
2014-07-08,135.500000,136.000000,134.000000,134.500000,100.546982,36117000
2014-07-09,133.500000,135.000000,133.500000,134.000000,100.173195,39145000
2014-07-10,134.500000,136.000000,134.500000,134.500000,100.546982,47098000
2014-07-11,136.000000,138.000000,135.500000,136.500000,102.042091,43144000
2014-07-14,134.500000,134.500000,132.500000,132.500000,101.277687,46321000
2014-07-15,133.000000,134.000000,132.500000,133.000000,101.659874,36989000
2014-07-16,133.000000,133.500000,130.000000,130.500000,99.748962,39065000
2014-07-17,125.000000,125.500000,123.000000,124.500000,95.162811,136198000
2014-07-18,121.500000,124.000000,121.500000,123.500000,94.398438,95711000
2014-07-21,124.000000,124.500000,122.500000,123.500000,94.398438,56612000
2014-07-22,123.500000,125.000000,122.500000,124.500000,95.162811,53220000
2014-07-23,124.500000,124.500000,124.500000,124.500000,95.162811,0
2014-07-24,124.500000,125.000000,124.000000,125.000000,95.544968,65602000
2014-07-25,124.500000,125.000000,122.500000,123.000000,94.016243,31299000
2014-07-28,122.000000,122.500000,121.000000,121.500000,92.869728,43425000
2014-07-29,122.500000,124.000000,122.000000,124.000000,94.780602,37994000
2014-07-30,123.500000,125.000000,123.000000,124.500000,95.162811,32381000
2014-07-31,124.000000,124.000000,121.000000,121.000000,92.487526,44748000
2014-08-01,120.000000,121.000000,119.500000,120.000000,91.723175,52455000
2014-08-04,120.000000,123.500000,120.000000,123.500000,94.398438,39633000
2014-08-05,122.500000,122.500000,119.500000,119.500000,91.340988,61184000
2014-08-06,119.000000,121.500000,119.000000,120.500000,92.105354,34561000
2014-08-07,120.500000,121.500000,119.500000,121.500000,92.869728,29493000
2014-08-08,120.500000,121.000000,119.500000,120.500000,92.105354,35075000
2014-08-11,120.000000,121.000000,119.500000,120.500000,92.105354,42890000
2014-08-12,121.000000,122.000000,120.500000,121.500000,92.869728,32237000
2014-08-13,121.000000,123.500000,120.500000,122.500000,93.634094,39756000
2014-08-14,123.500000,124.000000,123.000000,124.000000,94.780602,32907000
2014-08-15,124.500000,125.000000,123.000000,124.000000,94.780602,19151000
2014-08-18,124.000000,124.000000,122.500000,123.000000,94.016243,14578000
2014-08-19,124.000000,125.000000,123.500000,124.000000,94.780602,31575000
2014-08-20,125.000000,125.500000,124.500000,125.500000,95.927147,28876000
2014-08-21,126.000000,126.000000,124.000000,124.500000,95.162811,22562000
2014-08-22,124.500000,126.000000,123.500000,125.500000,95.927147,42715000
2014-08-25,125.500000,126.000000,125.000000,125.000000,95.544968,20077000
2014-08-26,125.000000,125.500000,124.000000,124.500000,95.162811,28801000
2014-08-27,125.500000,126.000000,124.500000,125.500000,95.927147,36779000
2014-08-28,126.000000,126.000000,124.500000,125.000000,95.544968,21587000
2014-08-29,124.500000,125.000000,124.000000,124.000000,94.780602,28324000
2014-09-01,125.000000,128.500000,125.000000,128.500000,98.220238,36304000
2014-09-02,128.000000,128.000000,125.500000,126.000000,96.309349,19182000
2014-09-03,127.000000,128.000000,125.500000,128.000000,97.838036,24561000
2014-09-04,128.000000,128.000000,126.000000,127.500000,97.455864,21641000
2014-09-05,128.500000,128.500000,125.500000,127.000000,97.073692,20096000
2014-09-09,127.500000,127.500000,126.500000,127.000000,97.073692,22090000
2014-09-10,126.000000,126.000000,124.000000,125.000000,95.544968,29294000
2014-09-11,126.000000,126.000000,125.000000,125.000000,95.544968,22827000
2014-09-12,124.500000,125.000000,123.000000,123.000000,94.016243,19798000
2014-09-15,122.500000,123.500000,122.000000,123.500000,94.398438,19518000
2014-09-16,123.000000,123.000000,122.000000,122.500000,93.634094,19187000
2014-09-17,123.500000,125.000000,123.000000,124.500000,95.162811,23504000
2014-09-18,124.500000,125.000000,123.500000,125.000000,95.544968,14726000
2014-09-19,125.500000,126.000000,125.000000,125.000000,95.544968,30603000
2014-09-22,124.000000,124.000000,122.000000,122.000000,93.251884,39365000
2014-09-23,123.000000,123.500000,122.000000,122.500000,93.634094,15286000
2014-09-24,122.000000,124.000000,122.000000,123.000000,94.016243,27613000
2014-09-25,123.000000,124.000000,121.500000,122.000000,93.251884,23213000
2014-09-26,121.000000,121.500000,120.500000,121.000000,92.487526,23545000
2014-09-29,122.000000,122.000000,120.000000,120.500000,92.105354,54783000
2014-09-30,120.000000,121.000000,119.000000,120.000000,91.723175,44070000
2014-10-01,120.000000,122.000000,120.000000,121.500000,92.869728,42211000
2014-10-02,121.000000,122.500000,120.500000,121.000000,92.487526,30761000
2014-10-03,122.500000,125.000000,122.000000,124.500000,95.162811,52003000
2014-10-06,125.000000,126.000000,124.000000,126.000000,96.309349,37186000
2014-10-07,125.000000,125.500000,123.500000,125.000000,95.544968,39986000
2014-10-08,123.500000,125.000000,122.500000,122.500000,93.634094,29221000
2014-10-09,124.000000,125.000000,123.500000,125.000000,95.544968,35347000
2014-10-13,119.000000,121.500000,118.000000,120.500000,92.105354,69183000
2014-10-14,120.000000,121.500000,119.500000,121.000000,92.487526,31862000
2014-10-15,121.500000,123.000000,121.000000,121.500000,92.869728,43922000
2014-10-16,121.500000,124.000000,120.000000,121.500000,92.869728,45527000
2014-10-17,125.000000,125.500000,123.500000,123.500000,94.398438,91597000
2014-10-20,125.000000,126.000000,124.500000,126.000000,96.309349,38276000
2014-10-21,126.000000,126.000000,124.500000,125.000000,95.544968,25582000
2014-10-22,127.500000,129.000000,127.500000,129.000000,98.602417,64167000
2014-10-23,128.000000,128.500000,127.500000,127.500000,97.455864,26374000
2014-10-24,127.000000,127.500000,125.000000,125.500000,95.927147,42082000
2014-10-27,126.500000,128.000000,126.500000,128.000000,97.838036,25119000
2014-10-28,129.000000,129.500000,127.500000,128.000000,97.838036,34984000
2014-10-29,129.000000,129.500000,128.000000,129.000000,98.602417,34583000
2014-10-30,128.500000,129.000000,127.000000,128.500000,98.220238,35688000
2014-10-31,128.000000,130.500000,127.500000,130.500000,99.748962,41983000
2014-11-03,132.000000,132.500000,130.500000,131.000000,100.131134,44912000
2014-11-04,132.000000,132.000000,131.000000,132.000000,100.895515,32171000
2014-11-05,131.500000,132.000000,131.000000,132.000000,100.895515,22440000
2014-11-06,132.500000,132.500000,131.500000,132.000000,100.895515,28374000
2014-11-07,131.500000,131.500000,130.500000,131.000000,100.131134,16709000
2014-11-10,132.500000,134.500000,132.000000,134.500000,102.806396,42569000
2014-11-11,135.000000,135.000000,133.000000,134.000000,102.424217,20451000
2014-11-12,134.500000,134.500000,131.500000,132.000000,100.895515,27373000
2014-11-13,133.500000,134.500000,132.500000,134.000000,102.424217,24882000
2014-11-14,134.000000,135.000000,133.500000,135.000000,103.188576,23655000
2014-11-17,135.000000,135.500000,132.500000,133.000000,101.659874,23562000
2014-11-18,134.000000,134.500000,131.000000,131.500000,100.513298,42688000
2014-11-19,133.000000,136.500000,132.500000,136.000000,103.952942,70920000
2014-11-20,137.500000,139.000000,137.000000,139.000000,106.246010,44092000
2014-11-21,139.500000,139.500000,137.500000,138.500000,105.863831,30388000
2014-11-24,140.000000,140.500000,138.000000,138.500000,105.863831,33292000
2014-11-25,138.500000,140.000000,138.500000,139.000000,106.246010,42648000
2014-11-26,138.500000,139.000000,138.000000,139.000000,106.246010,23137000
2014-11-27,140.000000,142.000000,140.000000,140.000000,107.010361,26123000
2014-11-28,139.000000,141.500000,139.000000,141.500000,108.156914,35681000
2014-12-01,139.000000,142.000000,138.500000,140.000000,107.010361,41250000
2014-12-02,139.500000,139.500000,137.500000,137.500000,105.099457,45913000
2014-12-03,137.500000,139.000000,136.500000,138.000000,105.481644,38940000
2014-12-04,139.000000,140.000000,138.500000,139.000000,106.246010,28226000
2014-12-05,138.500000,139.500000,137.000000,137.500000,105.099457,27050000
2014-12-08,138.000000,138.500000,137.000000,138.000000,105.481644,19595000
2014-12-09,138.000000,139.000000,137.500000,138.000000,105.481644,31770000
2014-12-10,138.000000,139.000000,136.000000,136.000000,103.952942,39726000
2014-12-11,135.000000,136.000000,134.500000,134.500000,102.806396,32283000
2014-12-12,135.000000,136.000000,134.500000,135.000000,103.188576,31433000
2014-12-15,134.500000,136.500000,134.500000,136.000000,103.952942,44381000
2014-12-16,134.500000,135.500000,133.000000,133.000000,101.659874,41199000
2014-12-17,133.000000,133.000000,130.000000,130.500000,99.748962,70497000
2014-12-18,132.000000,133.000000,131.000000,131.500000,100.513298,50410000
2014-12-19,134.500000,138.000000,134.000000,138.000000,105.481644,44362000
2014-12-22,137.500000,140.000000,137.000000,138.500000,105.863831,34577000
2014-12-23,139.000000,140.000000,137.000000,137.500000,105.099457,19122000
2014-12-24,136.000000,138.000000,136.000000,138.000000,105.481644,16679000
2014-12-25,137.000000,138.000000,137.000000,137.500000,105.099457,7358000
2014-12-26,138.000000,139.000000,137.000000,139.000000,106.246010,13112000
2014-12-29,138.000000,141.000000,138.000000,141.000000,107.774704,34993000
2014-12-30,141.000000,141.500000,139.000000,140.000000,107.010361,21789000
2014-12-31,139.000000,141.000000,139.000000,141.000000,107.774704,18306000
2015-01-05,140.500000,140.500000,137.500000,139.500000,106.628204,32046000
2015-01-06,137.500000,137.500000,133.000000,133.500000,102.042023,66778000
2015-01-07,133.500000,135.000000,133.500000,134.000000,102.424217,43703000
2015-01-08,136.500000,138.000000,136.000000,138.000000,105.481644,42491000
2015-01-09,135.000000,135.500000,133.000000,134.000000,102.424217,61558000
2015-01-12,132.500000,133.500000,132.000000,132.000000,100.895515,30338000
2015-01-13,131.000000,133.000000,130.500000,132.500000,101.277687,37818000
2015-01-14,132.500000,133.000000,130.000000,130.000000,99.366791,48740000
2015-01-15,131.500000,133.000000,131.500000,131.500000,100.513298,40607000
2015-01-16,140.000000,140.000000,136.000000,137.000000,104.717285,124042000
2015-01-19,138.500000,139.500000,137.500000,139.000000,106.246010,49986000
2015-01-20,139.000000,139.000000,137.500000,138.000000,105.481644,32739000
2015-01-21,139.500000,141.000000,139.500000,141.000000,107.774704,70464000
2015-01-22,141.500000,142.000000,139.500000,140.000000,107.010361,43846000
2015-01-23,142.500000,145.000000,142.500000,145.000000,110.832146,82089000
2015-01-26,145.500000,145.500000,143.500000,145.000000,110.832146,46716000
2015-01-27,145.500000,147.000000,144.500000,147.000000,112.360901,52805000
2015-01-28,146.500000,147.000000,145.500000,146.500000,111.978737,45898000
2015-01-29,144.000000,145.000000,143.000000,143.500000,109.685646,34459000
2015-01-30,145.000000,145.500000,141.000000,141.000000,107.774704,43666000
2015-02-02,140.500000,143.000000,140.500000,142.500000,108.921265,29181000
2015-02-03,143.000000,144.500000,142.000000,144.500000,110.449989,27160000
2015-02-04,144.500000,146.500000,144.000000,146.000000,111.596535,40416000
2015-02-05,145.500000,146.000000,143.500000,145.500000,111.214340,23363000
2015-02-06,145.500000,145.500000,143.000000,143.000000,109.303452,27301000
2015-02-09,143.000000,143.500000,141.500000,142.000000,108.539093,26315000
2015-02-10,142.000000,143.000000,141.500000,142.500000,108.921265,33294000
2015-02-11,146.000000,149.000000,146.000000,148.000000,113.125252,71259000
2015-02-12,149.500000,149.500000,147.500000,148.500000,113.507446,33577000
2015-02-13,148.500000,150.000000,148.000000,148.500000,113.507446,37815000
2015-02-24,149.000000,152.000000,148.500000,151.000000,115.418343,72531000
2015-02-25,152.500000,154.500000,152.500000,154.500000,118.093559,48183000
2015-02-26,153.500000,154.000000,150.500000,150.500000,115.036156,55574000
2015-03-02,151.500000,153.000000,148.500000,149.000000,113.889618,41388000
2015-03-03,150.000000,151.000000,148.500000,150.500000,115.036156,29134000
2015-03-04,150.000000,151.500000,149.000000,150.500000,115.036156,32627000
2015-03-05,150.000000,151.000000,148.500000,150.000000,114.653976,28872000
2015-03-06,149.000000,149.500000,148.500000,149.000000,113.889618,31316000
2015-03-09,147.500000,147.500000,145.000000,145.500000,111.214340,67163000
2015-03-10,145.000000,145.000000,144.000000,144.000000,110.067825,46809000
2015-03-11,143.500000,148.000000,143.000000,146.000000,111.596535,51795000
2015-03-12,147.000000,148.500000,146.500000,148.000000,113.125252,32183000
2015-03-13,148.000000,149.500000,147.000000,149.000000,113.889618,45451000
2015-03-16,149.000000,149.500000,146.000000,146.000000,111.596535,36912000
2015-03-17,148.500000,150.000000,148.500000,149.000000,113.889618,55718000
2015-03-18,151.000000,154.000000,150.000000,153.500000,117.329208,70808000
2015-03-19,152.500000,155.000000,152.500000,154.000000,117.711403,43070000
2015-03-20,151.500000,154.000000,151.500000,154.000000,117.711403,37536000
2015-03-23,154.000000,154.000000,152.500000,153.500000,117.329208,26285000
2015-03-24,153.500000,153.500000,151.500000,151.500000,115.800522,36086000
2015-03-25,152.000000,152.500000,150.500000,151.000000,115.418343,44424000
2015-03-26,145.500000,147.000000,144.500000,145.500000,111.214340,157081000
2015-03-27,144.000000,145.500000,142.500000,142.500000,108.921265,106610000
2015-03-30,142.500000,144.000000,142.000000,142.500000,108.921265,59832000
2015-03-31,144.000000,145.500000,143.000000,145.500000,111.214340,56539000
2015-04-01,145.000000,145.000000,143.500000,144.000000,110.067825,38697000
2015-04-02,145.000000,148.000000,144.500000,147.000000,112.360901,49213000
2015-04-07,146.500000,147.500000,145.000000,146.000000,111.596535,33362000
2015-04-08,145.500000,146.000000,143.000000,143.000000,109.303452,47500000
2015-04-09,144.000000,145.500000,143.000000,143.000000,109.303452,46493000
2015-04-10,146.000000,147.000000,145.000000,147.000000,112.360901,33819000
2015-04-13,146.500000,147.500000,146.000000,147.000000,112.360901,23821000
2015-04-14,145.000000,145.500000,143.500000,144.000000,110.067825,41528000
2015-04-15,143.500000,144.500000,141.500000,143.000000,109.303452,71481000
2015-04-16,145.000000,147.000000,144.500000,147.000000,112.360901,54354000
2015-04-17,143.000000,144.000000,142.500000,142.500000,108.921265,76708000
2015-04-20,142.000000,144.000000,141.500000,143.000000,109.303452,34341000
2015-04-21,142.000000,143.500000,141.500000,142.500000,108.921265,36209000
2015-04-22,143.500000,145.000000,143.000000,143.500000,109.685646,40606000
2015-04-23,145.500000,147.000000,145.000000,147.000000,112.360901,46931000
2015-04-24,149.000000,152.500000,148.500000,152.500000,116.564880,122689000
2015-04-27,153.000000,153.000000,150.000000,151.500000,115.800522,57529000
2015-04-28,153.500000,153.500000,150.500000,151.500000,115.800522,43177000
2015-04-29,150.000000,151.000000,148.000000,148.500000,113.507446,37363000
2015-04-30,147.000000,148.500000,146.500000,147.000000,112.360901,48913000
2015-05-04,148.500000,148.500000,146.000000,147.500000,112.743073,30811000
2015-05-05,147.500000,148.000000,146.000000,147.000000,112.360901,27559000
2015-05-06,145.500000,148.000000,145.500000,147.500000,112.743073,18784000
2015-05-07,146.000000,147.500000,146.000000,146.500000,111.978737,21826000
2015-05-08,146.000000,147.500000,146.000000,146.500000,111.978737,19987000
2015-05-11,149.000000,149.000000,147.000000,148.500000,113.507446,20326000
2015-05-12,147.000000,148.500000,147.000000,147.500000,112.743073,20509000
2015-05-13,147.500000,149.000000,147.000000,148.000000,113.125252,18844000
2015-05-14,148.000000,148.500000,146.000000,146.000000,111.596535,38700000
2015-05-15,147.000000,147.000000,145.000000,146.500000,111.978737,24295000
2015-05-18,147.000000,147.000000,145.000000,146.500000,111.978737,22879000
2015-05-19,145.500000,147.500000,145.000000,146.500000,111.978737,26257000
2015-05-20,146.500000,147.000000,146.000000,146.500000,111.978737,26920000
2015-05-21,146.000000,146.500000,144.500000,145.500000,111.214340,40819000
2015-05-22,146.000000,147.000000,145.000000,145.500000,111.214340,22074000
2015-05-25,146.500000,147.500000,145.500000,147.500000,112.743073,16253000
2015-05-26,148.500000,148.500000,146.500000,146.500000,111.978737,15545000
2015-05-27,145.500000,147.000000,145.000000,145.000000,110.832146,23825000
2015-05-28,147.000000,147.500000,146.000000,147.000000,112.360901,35891000
2015-05-29,147.000000,147.500000,145.500000,146.000000,111.596535,56616000
2015-06-01,145.500000,146.000000,144.000000,145.000000,110.832146,31570000
2015-06-02,144.500000,144.500000,143.500000,144.000000,110.067825,33317000
2015-06-03,143.500000,144.500000,143.000000,143.000000,109.303452,29870000
2015-06-04,142.000000,142.500000,140.000000,141.000000,107.774704,58172000
2015-06-05,139.500000,140.500000,139.000000,140.000000,107.010361,42648000
2015-06-08,139.500000,140.000000,138.500000,138.500000,105.863831,45469000
2015-06-09,138.500000,140.000000,138.000000,139.000000,106.246010,31575000
2015-06-10,141.000000,141.500000,139.500000,139.500000,106.628204,37077000
2015-06-11,141.000000,144.000000,141.000000,143.500000,109.685646,44613000
2015-06-12,144.000000,144.500000,142.500000,144.500000,110.449989,31448000
2015-06-15,144.500000,144.500000,142.500000,143.000000,109.303452,23608000
2015-06-16,143.000000,143.000000,141.000000,142.000000,108.539093,27272000
2015-06-17,143.000000,143.500000,142.000000,142.500000,108.921265,31326000
2015-06-18,142.000000,143.000000,142.000000,142.000000,108.539093,28591000
2015-06-22,142.000000,143.500000,142.000000,142.000000,108.539093,28278000
2015-06-23,143.000000,145.000000,142.500000,144.500000,110.449989,37230000
2015-06-24,144.500000,145.000000,143.500000,145.000000,110.832146,18555000
2015-06-25,145.000000,147.000000,145.000000,146.500000,111.978737,43496000
2015-06-26,147.000000,147.500000,145.500000,146.000000,111.596535,33561000
2015-06-29,140.500000,141.000000,138.500000,138.500000,109.230423,53014000
2015-06-30,139.000000,140.500000,138.500000,140.500000,110.807770,45261000
2015-07-01,140.000000,142.500000,139.000000,141.000000,111.202065,32546000
2015-07-02,140.500000,142.000000,140.500000,141.500000,111.596443,23908000
2015-07-03,141.500000,142.500000,140.000000,142.500000,112.385101,16093000
2015-07-06,141.000000,141.500000,140.500000,140.500000,110.807770,20617000
2015-07-07,141.000000,142.000000,140.500000,140.500000,110.807770,26349000
2015-07-08,140.500000,141.000000,138.000000,138.000000,108.836090,51986000
