日　　期	市　　場	產　　品	上價	中價	下價	平均價(元/公斤)	增減%	交易量(公斤)	增減%	
111/05/11	540 南投市  	FI2 茄子 麻荸茄 	28.0 	23.0 	18.0 	22.1 	 + 11	216 	 - 37	4771.44
111/05/11	540 南投市  	FJ3 番茄 牛番茄 	55.0 	46.0 	25.0 	45.4 	 -  1	215 	 - 30	9761
111/05/11	540 南投市  	FK5 甜椒 青椒 	23.0 	11.0 	1.0 	10.1 	 - 24	359 	 +  5	3629.49
111/05/11	540 南投市  	FM2 菜豆 青色 	55.0 	27.0 	2.0 	26.4 	 - 44	47 	 - 36	1240.8
111/05/11	540 南投市  	FN2 敏豆 青豆 	120.0 	80.0 	19.0 	78.8 	 +  2	74 	 +  4	5833.42
111/05/11	540 南投市  	LA1 甘藍 初秋 	25.0 	22.0 	15.0 	21.7 	 - 21	"1,405 "	 + 59	30544.7
111/05/11	540 南投市  	LB1 小白菜 土白菜 	20.0 	11.0 	7.0 	10.5 	 - 36	99 	 + 39	1039.5
111/05/11	540 南投市  	LH2 菠菜 角葉 	70.0 	64.0 	22.0 	63.1 	  -  	198 	  -  	12485.88
111/05/11	540 南投市  	LI3 萵苣菜 本島圓葉 	60.0 	40.0 	20.0 	39.2 	  -  	117 	  -  	4589.91
111/05/11	540 南投市  	OX1 其他  	60.0 	24.0 	3.0 	22.2 	 - 11	"2,040 "	 - 19	45328.8
111/05/11	540 南投市  	SQ3 茭白筍 去殼 	265.0 	176.0 	80.0 	174.9 	 - 12	41 	 - 28	7170.08
111/05/12	540 南投市  	FB2 花椰菜 白梗 	65.0 	36.0 	21.0 	35.4 	 + 34	152 	 - 42	5377.76
111/05/12	540 南投市  	FC1 胡瓜 黑刺 	8.5 	7.0 	2.0 	6.5 	 +  3	513 	 - 18	3308.85
111/05/12	540 南投市  	FD1 花胡瓜  	35.0 	20.0 	3.0 	19.0 	 - 44	432 	 +110	8190.72
111/05/12	540 南投市  	FF1 絲瓜  	25.0 	20.0 	16.0 	19.9 	 -  8	340 	 - 28	6766
111/05/12	540 南投市  	FG1 苦瓜 白大米 	33.0 	20.0 	4.0 	19.0 	 +  6	327 	 - 35	6219.54
111/05/12	540 南投市  	FH2 扁蒲 圓形 	15.0 	10.0 	3.5 	9.4 	 - 26	310 	 - 25	2907.8
111/05/12	540 南投市  	FI2 茄子 麻荸茄 	20.0 	15.0 	3.0 	14.3 	 - 35	504 	 +133	7187.04
111/05/12	540 南投市  	FJ3 番茄 牛番茄 	55.0 	42.0 	16.0 	41.6 	 -  8	225 	 +  5	9355.5
111/05/12	540 南投市  	FK5 甜椒 青椒 	11.0 	8.0 	1.0 	7.9 	 - 22	340 	 -  5	2679.2
111/05/12	540 南投市  	FN2 敏豆 青豆 	120.0 	100.0 	23.0 	99.7 	 + 27	48 	 - 35	4787.04
111/05/12	540 南投市  	LA1 甘藍 初秋 	25.0 	24.0 	15.0 	23.0 	 +  6	767 	 - 45	17602.65
111/05/12	540 南投市  	OX1 其他  	91.0 	25.0 	5.0 	23.2 	 +  4	"2,057 "	 +  1	47681.26
111/05/12	540 南投市  	SQ3 茭白筍 去殼 	265.0 	172.0 	75.0 	170.9 	 -  2	48 	 + 17	8205.12
111/05/13	540 南投市  	FB2 花椰菜 白梗 	65.0 	37.0 	20.0 	36.7 	 +  4	280 	 + 84	10284.4
111/05/13	540 南投市  	FC1 胡瓜 黑刺 	10.0 	6.0 	1.0 	5.6 	 - 14	546 	 +  6	3041.22
111/05/13	540 南投市  	FD1 花胡瓜  	35.0 	15.0 	2.0 	14.8 	 - 22	764 	 + 77	11330.12
111/05/13	540 南投市  	FF1 絲瓜  	26.0 	21.0 	12.0 	20.7 	 +  4	287 	 - 16	5943.77
111/05/13	540 南投市  	FG1 苦瓜 白大米 	36.0 	22.0 	9.5 	21.1 	 + 11	219 	 - 33	4618.71
111/05/13	540 南投市  	FH2 扁蒲 圓形 	12.0 	11.0 	6.0 	10.2 	 +  9	153 	 - 51	1563.66
111/05/13	540 南投市  	FI2 茄子 麻荸茄 	30.0 	19.0 	3.5 	18.1 	 + 27	389 	 - 23	7033.12
111/05/13	540 南投市  	FJ3 番茄 牛番茄 	55.0 	37.0 	20.0 	36.5 	 - 12	135 	 - 40	4930.2
111/05/13	540 南投市  	FK5 甜椒 青椒 	25.0 	10.0 	3.0 	9.8 	 + 25	168 	 - 51	1653.12
111/05/13	540 南投市  	FM2 菜豆 青色 	55.0 	51.0 	40.0 	50.9 	  -  	99 	  -  	5035.14
111/05/13	540 南投市  	FN2 敏豆 青豆 	120.0 	93.0 	40.0 	92.9 	 -  7	49 	 +  2	4550.14
111/05/13	540 南投市  	LA1 甘藍 初秋 	26.0 	22.0 	10.0 	21.6 	 -  6	857 	 + 12	18494.06
111/05/13	540 南投市  	LB1 小白菜 土白菜 	25.0 	9.0 	2.0 	8.8 	  -  	182 	  -  	1592.5
111/05/13	540 南投市  	LI3 萵苣菜 本島圓葉 	60.0 	43.0 	24.0 	42.4 	  -  	92 	  -  	3901.72
111/05/13	540 南投市  	OX1 其他  	100.0 	26.0 	3.0 	24.5 	 +  6	"2,497 "	 + 21	61276.38
111/05/13	540 南投市  	SQ3 茭白筍 去殼 	265.0 	200.0 	70.0 	199.7 	 + 17	46 	 -  4	9186.2
111/05/14	540 南投市  	FC1 胡瓜 黑刺 	8.0 	6.0 	3.5 	5.3 	 -  4	534 	 -  2	2840.88
111/05/14	540 南投市  	FD1 花胡瓜  	40.0 	23.0 	6.0 	22.6 	 + 52	223 	 - 71	5030.88
111/05/14	540 南投市  	FF1 絲瓜  	33.0 	26.0 	15.0 	25.5 	 + 23	192 	 - 33	4890.24
111/05/14	540 南投市  	FH2 扁蒲 圓形 	15.0 	13.0 	9.0 	12.7 	 + 24	150 	 -  2	1897.5
111/05/14	540 南投市  	FI2 茄子 麻荸茄 	20.0 	14.0 	2.0 	13.0 	 - 28	493 	 + 27	6394.21
111/05/14	540 南投市  	FJ3 番茄 牛番茄 	60.0 	45.0 	20.0 	44.5 	 + 22	350 	 +159	15568
111/05/14	540 南投市  	FK5 甜椒 青椒 	18.0 	5.0 	2.0 	4.9 	 - 50	262 	 + 56	1286.42
111/05/14	540 南投市  	FM2 菜豆 青色 	50.0 	48.0 	35.0 	47.1 	 -  7	85 	 - 14	4005.2
111/05/14	540 南投市  	FN2 敏豆 青豆 	120.0 	100.0 	20.0 	99.1 	 +  7	51 	 +  4	5055.12
111/05/14	540 南投市  	LA1 甘藍 初秋 	25.0 	20.0 	15.0 	19.6 	 -  9	"1,610 "	 + 88	31507.7
111/05/14	540 南投市  	LB1 小白菜 土白菜 	13.0 	10.0 	8.0 	9.8 	 + 12	126 	 - 31	1233.54
111/05/14	540 南投市  	OX1 其他  	76.0 	28.0 	3.0 	26.4 	 +  8	"2,026 "	 - 19	53486.4
111/05/14	540 南投市  	SH1 竹筍 麻竹筍 	24.0 	21.0 	13.0 	20.3 	  -  	92 	  -  	1866.68
111/05/14	540 南投市  	SQ3 茭白筍 去殼 	265.0 	213.0 	90.0 	211.8 	 +  6	65 	 + 41	13767
111/05/15	540 南投市  	FB2 花椰菜 白梗 	65.0 	40.0 	17.0 	39.8 	  -  	250 	  -  	9940
111/05/15	540 南投市  	FC1 胡瓜 黑刺 	6.0 	5.0 	1.0 	4.5 	 - 15	"1,059 "	 + 98	4765.5
111/05/15	540 南投市  	FD1 花胡瓜  	30.0 	21.0 	3.0 	20.6 	 -  9	344 	 + 54	7082.96
111/05/15	540 南投市  	FF1 絲瓜  	30.0 	27.0 	8.0 	26.2 	 +  3	186 	 -  3	4873.2
111/05/15	540 南投市  	FG1 苦瓜 白大米 	35.0 	21.0 	1.0 	20.6 	  -  	490 	  -  	10079.3
111/05/15	540 南投市  	FH2 扁蒲 圓形 	15.0 	8.0 	2.0 	7.1 	 - 44	404 	 +169	2884.56
111/05/15	540 南投市  	FI2 茄子 麻荸茄 	23.0 	14.0 	3.0 	13.0 	    0	645 	 + 31	8365.65
111/05/15	540 南投市  	FJ3 番茄 牛番茄 	70.0 	51.0 	25.0 	50.2 	 + 13	210 	 - 40	10550.4
111/05/15	540 南投市  	FK5 甜椒 青椒 	13.0 	11.0 	9.0 	10.3 	 +109	141 	 - 46	1449.48
111/05/15	540 南投市  	FM2 菜豆 青色 	55.0 	50.0 	45.0 	49.7 	 +  5	128 	 + 51	6360.32
111/05/15	540 南投市  	FN2 敏豆 青豆 	120.0 	54.0 	2.0 	53.8 	 - 46	99 	 + 94	5326.2
111/05/15	540 南投市  	LA1 甘藍 初秋 	22.0 	16.0 	10.0 	15.1 	 - 23	"2,020 "	 + 25	30582.8
