日　　期	市　　場	產　　品	上價	中價	下價	平均價(元/公斤)	增減%	交易量(公斤)	增減%	
112/03/18	800 高雄市	G2 黃金果  	100.0 	84.5 	80.0 	86.7 	    0	113 	 + 51	9797.1
112/03/18	800 高雄市	G49 奇異果 進口 	233.3 	196.0 	131.6 	190.6 	 + 19	834 	 +144	158960.4
112/03/18	800 高雄市	G5 香瓜梨  	60.0 	60.0 	60.0 	60.0 	  -  	400 	  -  	24000
112/03/18	800 高雄市	I1 木瓜 網室紅肉 	35.0 	29.8 	22.0 	29.3 	 +  1	"6,988 "	 - 30	204748.4
112/03/18	800 高雄市	I4 木瓜 青木瓜 	20.0 	20.0 	20.0 	20.0 	    0	460 	 - 73	9200
112/03/18	800 高雄市	L1 枇杷 茂木 	185.7 	132.9 	100.0 	136.9 	 +  5	374 	 - 34	51200.6
112/03/18	800 高雄市	M3 楊桃 馬來亞種 	30.0 	30.0 	30.0 	30.0 	    0	450 	 - 17	13500
112/03/18	800 高雄市	N9 李 進口 	200.0 	200.0 	200.0 	200.0 	 + 82	25 	 - 17	5000
112/03/18	800 高雄市	O9 梨 其他進口 	117.8 	102.3 	100.0 	104.9 	 -  4	900 	 + 13	94410
112/03/18	800 高雄市	O99 梨 西洋梨進口 	130.0 	121.1 	115.0 	121.7 	 +  1	90 	 - 79	10953
112/03/18	800 高雄市	P1 番石榴 珍珠芭 	40.0 	32.5 	21.7 	31.8 	 - 16	"1,887 "	 +198	60006.6
112/03/18	800 高雄市	Q1 蓮霧 紅蓮霧 	109.0 	54.4 	44.9 	63.4 	 -  1	"1,752 "	 - 34	111076.8
112/03/18	800 高雄市	R1 芒果 愛文 	150.0 	150.0 	150.0 	150.0 	  -  	150 	  -  	22500
112/03/18	800 高雄市	R3 芒果 本島 	125.0 	125.0 	96.9 	119.4 	 -  6	336 	 +205	40118.4
112/03/18	800 高雄市	R6 芒果 金煌 	90.0 	84.0 	50.0 	78.4 	 -  8	693 	 +999	54331.2
112/03/18	800 高雄市	S1 葡萄 巨峰 	137.3 	96.6 	80.0 	101.4 	 +  7	"1,302 "	 + 61	132022.8
112/03/18	800 高雄市	S9 葡萄 進口 	174.8 	118.3 	88.9 	123.7 	 +  5	"1,107 "	 +  2	136935.9
112/03/18	800 高雄市	T5 西瓜 黃肉 	30.0 	22.4 	20.0 	23.4 	 -  9	"2,320 "	 + 93	54288
112/03/18	800 高雄市	W1 洋香瓜 網狀紅肉 	64.9 	45.0 	30.0 	46.0 	 -  8	"2,008 "	 +904	92368
112/03/18	800 高雄市	W6 洋香瓜 光面綠肉 	49.9 	34.8 	20.0 	34.9 	 - 17	"2,030 "	 +115	70847
112/03/18	800 高雄市	X69 蘋果 富士進口 	170.5 	75.9 	66.4 	92.9 	 -  6	"8,306 "	 -  2	771627.4
112/03/18	800 高雄市	Y39 桃子 甜桃進口 	122.1 	96.2 	86.1 	99.4 	 -  2	"1,940 "	 +  7	192836
112/03/18	800 高雄市	Y4 桃子 早桃 	50.0 	50.0 	50.0 	50.0 	  -  	54 	  -  	2700
112/03/19	800 高雄市	11 椰子  	12.0 	10.0 	9.0 	10.2 	  -  	"3,320 "	  -  	33864
112/03/19	800 高雄市	22 棗子  	120.8 	45.4 	30.0 	57.4 	 + 21	975 	 - 29	55965
112/03/19	800 高雄市	32 釋迦 鳳梨釋迦 	40.0 	40.0 	40.0 	40.0 	 + 12	72 	 - 93	2880
112/03/19	800 高雄市	45 草莓  	246.9 	105.9 	69.0 	126.7 	 + 17	639 	 - 22	80961.3
112/03/19	800 高雄市	459 草莓 進口 	812.5 	704.2 	700.0 	725.0 	 +  1	40 	 + 14	29000
112/03/19	800 高雄市	51 百香果 改良種 	80.0 	80.0 	80.0 	80.0 	 - 18	96 	 - 60	7680
112/03/19	800 高雄市	70 小番茄 其他 	80.0 	64.5 	49.3 	64.6 	 +  6	"1,342 "	 - 27	86693.2
112/03/19	800 高雄市	72 小番茄 聖女 	73.7 	26.7 	25.2 	35.8 	 - 63	234 	 -  6	8377.2
112/03/19	800 高雄市	74 小番茄 玉女 	180.0 	180.0 	173.9 	178.8 	 -  3	66 	 - 15	11800.8
112/03/19	800 高雄市	812 火龍果 紅肉 	94.5 	66.1 	50.0 	68.5 	 + 19	620 	 - 69	42470
112/03/19	800 高雄市	829 蜜棗 進口 	130.0 	129.6 	125.0 	128.8 	 + 17	80 	 +700	10304
112/03/19	800 高雄市	88 樹葡萄  	50.0 	50.0 	50.0 	50.0 	  -  	6 	  -  	300
112/03/19	800 高雄市	91 其他  	50.0 	50.0 	50.0 	50.0 	 + 42	10 	 - 99	500
112/03/19	800 高雄市	A1 香蕉  	50.0 	38.5 	25.5 	38.2 	 -  6	"1,650 "	 - 52	63030
112/03/19	800 高雄市	B2 鳳梨 金鑽鳳梨 	20.8 	17.3 	15.0 	17.5 	 +  3	"4,968 "	 + 12	86940
112/03/19	800 高雄市	C2 茂谷柑  	72.8 	46.6 	30.0 	48.5 	 +  0	"1,074 "	 +397	52089
112/03/19	800 高雄市	C9 椪柑 進口 	125.0 	125.0 	125.0 	125.0 	 - 11	40 	 - 20	5000
112/03/19	800 高雄市	D1 桶柑  	42.1 	27.0 	20.0 	28.6 	 + 11	"2,982 "	 - 30	85285.2
112/03/19	800 高雄市	E1 甜橙 柳橙 	30.0 	20.8 	20.0 	22.5 	 - 24	400 	 - 31	9000
112/03/19	800 高雄市	E9 甜橙 進口 	68.8 	66.7 	66.7 	67.1 	    0	936 	 -  4	62805.6
112/03/19	800 高雄市	F1 雜柑 檸檬 	50.0 	38.2 	30.0 	38.9 	 -  2	700 	 + 19	27230
112/03/19	800 高雄市	F2 雜柑 金棗 	40.0 	40.0 	40.0 	40.0 	    0	140 	 - 30	5600
112/03/19	800 高雄市	F4 雜柑 桔子 	120.0 	85.2 	60.0 	87.1 	 - 17	140 	 + 40	12194
112/03/19	800 高雄市	G1 蛋黃果 仙桃 	30.0 	23.3 	20.0 	24.0 	 -  9	717 	 - 31	17208
112/03/19	800 高雄市	G2 黃金果  	120.0 	120.0 	120.0 	120.0 	 + 38	18 	 - 84	2160
112/03/19	800 高雄市	G49 奇異果 進口 	233.3 	190.7 	125.9 	186.3 	 -  2	432 	 - 48	80481.6
112/03/19	800 高雄市	G5 香瓜梨  	60.0 	60.0 	60.0 	60.0 	    0	30 	 - 93	1800
112/03/19	800 高雄市	I1 木瓜 網室紅肉 	38.5 	28.7 	21.0 	29.1 	 -  1	"8,736 "	 + 25	254217.6
112/03/19	800 高雄市	I4 木瓜 青木瓜 	20.0 	20.0 	20.0 	20.0 	    0	530 	 + 15	10600
112/03/19	800 高雄市	L1 枇杷 茂木 	200.0 	185.7 	100.0 	171.4 	 + 25	252 	 - 33	43192.8
112/03/19	800 高雄市	N9 李 進口 	200.0 	124.1 	120.0 	138.5 	 - 31	65 	 +160	9002.5
112/03/19	800 高雄市	O9 梨 其他進口 	110.4 	100.0 	100.0 	102.1 	 -  3	540 	 - 40	55134
112/03/19	800 高雄市	O99 梨 西洋梨進口 	150.0 	129.8 	102.0 	128.3 	 +  5	200 	 +122	25660
112/03/19	800 高雄市	P1 番石榴 珍珠芭 	35.0 	32.0 	30.0 	32.2 	 +  1	324 	 - 83	10432.8
112/03/19	800 高雄市	Q1 蓮霧 紅蓮霧 	118.3 	52.6 	50.0 	65.2 	 +  3	"1,584 "	 - 10	103276.8
112/03/19	800 高雄市	R1 芒果 愛文 	150.0 	145.8 	100.0 	137.5 	 -  8	200 	 + 33	27500
112/03/19	800 高雄市	R3 芒果 本島 	135.0 	100.1 	60.0 	99.0 	 - 17	365 	 +  9	36135
112/03/19	800 高雄市	R6 芒果 金煌 	90.0 	90.0 	88.6 	89.7 	 + 14	212 	 - 69	19016.4
112/03/19	800 高雄市	S1 葡萄 巨峰 	120.7 	88.3 	80.0 	93.1 	 -  8	"1,389 "	 +  7	129315.9
112/03/19	800 高雄市	S9 葡萄 進口 	159.8 	116.2 	91.1 	119.9 	 -  3	"1,044 "	 -  6	125175.6
112/03/19	800 高雄市	T5 西瓜 黃肉 	28.1 	17.9 	15.0 	19.4 	 - 17	"1,600 "	 - 31	31040
112/03/19	800 高雄市	W1 洋香瓜 網狀紅肉 	71.7 	47.4 	40.0 	50.8 	 + 10	"2,538 "	 + 26	128930.4
112/03/19	800 高雄市	W6 洋香瓜 光面綠肉 	50.0 	33.3 	20.0 	34.0 	 -  3	"1,200 "	 - 41	40800
112/03/19	800 高雄市	X69 蘋果 富士進口 	159.4 	75.3 	64.1 	89.9 	 -  3	"10,608 "	 + 28	953659.2
112/03/19	800 高雄市	Y39 桃子 甜桃進口 	130.0 	98.9 	89.3 	103.2 	 +  4	"1,740 "	 - 10	179568
112/03/19	800 高雄市	Y4 桃子 早桃 	50.0 	46.7 	40.0 	46.0 	 -  8	60 	 + 11	2760
112/03/21	800 高雄市	22 棗子  	89.4 	45.5 	25.0 	50.2 	 - 13	"2,232 "	 +129	112046.4
112/03/21	800 高雄市	31 釋迦  	97.7 	67.7 	60.0 	72.2 	  -  	948 	  -  	68445.6
112/03/21	800 高雄市	32 釋迦 鳳梨釋迦 	55.0 	48.6 	45.0 	49.2 	 + 23	720 	 +900	35424
112/03/21	800 高雄市	45 草莓  	223.2 	113.1 	50.0 	122.5 	 -  3	872 	 + 36	106820
112/03/21	800 高雄市	459 草莓 進口 	700.0 	700.0 	700.0 	700.0 	 -  3	30 	 - 25	21000
112/03/21	800 高雄市	469 藍莓 進口 	250.0 	239.8 	225.0 	238.9 	  -  	18 	  -  	4300.2
112/03/21	800 高雄市	51 百香果 改良種 	120.0 	94.2 	70.0 	94.5 	 + 18	594 	 +519	56133
112/03/21	800 高雄市	70 小番茄 其他 	60.0 	54.6 	30.0 	50.8 	 - 21	"1,008 "	 - 25	51206.4
112/03/21	800 高雄市	72 小番茄 聖女 	107.8 	66.6 	53.4 	72.2 	 +102	"2,950 "	 +999	212990
112/03/21	800 高雄市	74 小番茄 玉女 	200.0 	184.3 	70.8 	164.7 	 -  8	180 	 +173	29646
112/03/21	800 高雄市	812 火龍果 紅肉 	87.7 	59.1 	35.0 	60.0 	 - 12	"3,759 "	 +506	225540
112/03/21	800 高雄市	829 蜜棗 進口 	134.2 	127.8 	120.0 	127.5 	 -  1	120 	 + 50	15300
112/03/21	800 高雄市	91 其他  	40.0 	32.9 	22.5 	32.2 	 - 36	"1,923 "	 +999	61920.6
112/03/21	800 高雄市	A1 香蕉  	50.0 	40.3 	30.0 	40.2 	 +  5	"4,825 "	 +192	193965
112/03/21	800 高雄市	A2 香蕉 芭蕉紅芭蕉 	47.6 	36.6 	30.0 	37.5 	  -  	"1,572 "	  -  	58950
112/03/21	800 高雄市	B2 鳳梨 金鑽鳳梨 	21.1 	16.9 	15.0 	17.4 	 -  1	"11,816 "	 +138	205598.4
112/03/21	800 高雄市	C2 茂谷柑  	68.0 	43.1 	30.0 	45.5 	 -  6	"2,460 "	 +129	111930
112/03/21	800 高雄市	C9 椪柑 進口 	130.0 	130.0 	130.0 	130.0 	 +  4	40 	    0	5200
112/03/21	800 高雄市	D1 桶柑  	44.6 	33.3 	30.0 	34.9 	 + 22	"2,732 "	 -  8	95346.8
112/03/21	800 高雄市	E1 甜橙 柳橙 	34.6 	29.3 	23.7 	29.2 	 + 30	"1,217 "	 +204	35536.4
112/03/21	800 高雄市	E9 甜橙 進口 	72.2 	69.4 	66.7 	69.4 	 +  3	720 	 - 23	49968
112/03/21	800 高雄市	F1 雜柑 檸檬 	50.0 	37.5 	30.0 	38.5 	 -  1	"2,625 "	 +275	101062.5
112/03/21	800 高雄市	F2 雜柑 金棗 	60.0 	60.0 	60.0 	60.0 	 + 50	200 	 + 43	12000
112/03/21	800 高雄市	F4 雜柑 桔子 	110.0 	100.0 	90.0 	100.0 	 + 15	190 	 + 36	19000
112/03/21	800 高雄市	G1 蛋黃果 仙桃 	27.8 	25.0 	25.0 	25.6 	 +  7	"1,726 "	 +141	44185.6
112/03/21	800 高雄市	G2 黃金果  	120.0 	94.2 	70.0 	94.5 	 - 21	361 	 +999	34114.5
112/03/21	800 高雄市	G3 酪梨  	180.0 	180.0 	180.0 	180.0 	  -  	72 	  -  	12960
112/03/21	800 高雄市	G49 奇異果 進口 	223.6 	158.1 	112.3 	162.1 	 - 13	423 	 -  2	68568.3
112/03/21	800 高雄市	G5 香瓜梨  	60.0 	60.0 	60.0 	60.0 	    0	360 	 +999	21600
112/03/21	800 高雄市	I1 木瓜 網室紅肉 	39.9 	29.0 	20.2 	29.4 	 +  1	"19,596 "	 +124	576122.4
112/03/21	800 高雄市	I4 木瓜 青木瓜 	20.0 	20.0 	20.0 	20.0 	    0	850 	 + 60	17000
112/03/21	800 高雄市	L1 枇杷 茂木 	208.2 	150.2 	120.0 	155.8 	 -  9	438 	 + 74	68240.4
112/03/21	800 高雄市	M3 楊桃 馬來亞種 	30.0 	27.3 	25.0 	27.4 	  -  	918 	  -  	25153.2
112/03/21	800 高雄市	N9 李 進口 	120.0 	120.0 	120.0 	120.0 	 - 13	800 	 +999	96000
112/03/21	800 高雄市	O9 梨 其他進口 	118.8 	103.6 	98.2 	105.6 	 +  3	"1,140 "	 +111	120384
112/03/21	800 高雄市	O99 梨 西洋梨進口 	130.0 	118.5 	110.0 	119.1 	 -  7	340 	 + 70	40494
112/03/21	800 高雄市	OW 梨 雪梨 	100.0 	100.0 	100.0 	100.0 	  -  	600 	  -  	60000
112/03/21	800 高雄市	P1 番石榴 珍珠芭 	37.5 	32.0 	24.2 	31.5 	 -  2	"3,574 "	 +999	112581
112/03/21	800 高雄市	Q1 蓮霧 紅蓮霧 	100.6 	56.4 	37.9 	61.5 	 -  6	"2,616 "	 + 65	160884
112/03/21	800 高雄市	R2 芒果 玉文 	120.0 	120.0 	120.0 	120.0 	  -  	30 	  -  	3600
112/03/21	800 高雄市	R3 芒果 本島 	120.0 	70.2 	50.0 	76.1 	 - 23	378 	 +  4	28765.8
112/03/21	800 高雄市	R6 芒果 金煌 	80.0 	61.3 	50.0 	62.8 	 - 30	172 	 - 19	10801.6
112/03/21	800 高雄市	S1 葡萄 巨峰 	142.4 	87.1 	80.0 	96.8 	 +  4	"2,432 "	 + 75	235417.6
112/03/21	800 高雄市	S9 葡萄 進口 	174.6 	110.9 	91.1 	119.7 	 -  0	"1,197 "	 + 15	143280.9
112/03/21	800 高雄市	T1 西瓜 大西瓜 	29.2 	18.8 	16.0 	20.3 	  -  	"12,520 "	  -  	254156
112/03/21	800 高雄市	T5 西瓜 黃肉 	24.5 	20.0 	20.0 	20.9 	 +  8	"1,460 "	 -  9	30514
112/03/21	800 高雄市	V1 甜瓜 美濃 	50.0 	50.0 	50.0 	50.0 	  -  	300 	  -  	15000
112/03/21	800 高雄市	W1 洋香瓜 網狀紅肉 	76.5 	41.1 	25.0 	45.0 	 - 11	"1,890 "	 - 26	85050
112/03/21	800 高雄市	W6 洋香瓜 光面綠肉 	48.3 	33.9 	21.3 	34.3 	 +  1	"8,630 "	 +619	296009
112/03/21	800 高雄市	W7 洋香瓜 光面白肉 	54.8 	41.4 	33.2 	42.5 	  -  	"2,210 "	  -  	93925
112/03/21	800 高雄市	W9 洋香瓜 進口 	50.0 	50.0 	50.0 	50.0 	  -  	200 	  -  	10000
112/03/21	800 高雄市	X69 蘋果 富士進口 	186.0 	91.8 	66.0 	105.5 	 + 17	"9,834 "	 -  7	1037487
112/03/21	800 高雄市	Y39 桃子 甜桃進口 	124.4 	96.9 	87.3 	100.5 	 -  3	"2,280 "	 + 31	229140
112/03/21	800 高雄市	Y4 桃子 早桃 	80.0 	80.0 	80.0 	80.0 	 + 74	12 	 - 80	960
112/03/22	800 高雄市	22 棗子  	116.4 	63.7 	32.4 	68.0 	 + 35	"1,538 "	 - 31	104584
112/03/22	800 高雄市	31 釋迦  	85.6 	65.8 	60.0 	68.6 	 -  5	"1,608 "	 + 70	110308.8
112/03/22	800 高雄市	32 釋迦 鳳梨釋迦 	54.0 	43.2 	20.0 	40.7 	 - 17	"1,488 "	 +107	60561.6
112/03/22	800 高雄市	41 梅  	70.0 	70.0 	70.0 	70.0 	  -  	36 	  -  	2520
112/03/22	800 高雄市	45 草莓  	232.0 	103.0 	48.6 	117.9 	 -  4	562 	 - 36	66259.8
112/03/22	800 高雄市	459 草莓 進口 	700.0 	700.0 	700.0 	700.0 	    0	30 	    0	21000
112/03/22	800 高雄市	469 藍莓 進口 	210.0 	210.0 	210.0 	210.0 	 - 12	10 	 - 44	2100
112/03/22	800 高雄市	50 百香果 其他 	90.9 	83.6 	75.0 	83.3 	  -  	21 	  -  	1749.3
112/03/22	800 高雄市	51 百香果 改良種 	80.0 	80.0 	80.0 	80.0 	 - 15	48 	 - 92	3840
112/03/22	800 高雄市	70 小番茄 其他 	80.0 	63.2 	30.0 	59.9 	 + 18	950 	 -  6	56905
112/03/22	800 高雄市	72 小番茄 聖女 	91.8 	53.2 	41.7 	58.6 	 - 19	110 	 - 96	6446
112/03/22	800 高雄市	74 小番茄 玉女 	133.3 	123.1 	94.4 	119.4 	 - 28	36 	 - 80	4298.4
112/03/22	800 高雄市	812 火龍果 紅肉 	80.0 	57.1 	50.0 	60.3 	 +  0	705 	 - 81	42511.5
112/03/22	800 高雄市	829 蜜棗 進口 	140.0 	140.0 	140.0 	140.0 	 + 10	60 	 - 50	8400
112/03/22	800 高雄市	91 其他  	30.0 	30.0 	30.0 	30.0 	 -  7	490 	 - 75	14700
112/03/22	800 高雄市	A1 香蕉  	50.0 	41.7 	28.0 	40.6 	 +  1	"2,500 "	 - 48	101500
112/03/22	800 高雄市	B2 鳳梨 金鑽鳳梨 	25.0 	20.1 	15.0 	20.1 	 + 16	"7,520 "	 - 36	151152
112/03/22	800 高雄市	C2 茂谷柑  	85.0 	53.8 	31.5 	55.6 	 + 22	"2,112 "	 - 14	117427.2
112/03/22	800 高雄市	C9 椪柑 進口 	130.0 	130.0 	130.0 	130.0 	    0	40 	    0	5200
112/03/22	800 高雄市	D1 桶柑  	52.4 	32.9 	30.0 	36.2 	 +  4	"1,548 "	 - 43	56037.6
112/03/22	800 高雄市	E9 甜橙 進口 	74.7 	70.7 	66.7 	70.7 	 +  2	"1,980 "	 +175	139986
112/03/22	800 高雄市	F1 雜柑 檸檬 	50.0 	36.4 	30.0 	37.8 	 -  2	460 	 - 82	17388
112/03/22	800 高雄市	F4 雜柑 桔子 	100.0 	100.0 	100.0 	100.0 	    0	40 	 - 79	4000
112/03/22	800 高雄市	G49 奇異果 進口 	240.2 	220.9 	114.3 	203.5 	 + 26	700 	 + 65	142450
112/03/22	800 高雄市	I1 木瓜 網室紅肉 	40.0 	30.5 	23.0 	30.9 	 +  5	"6,324 "	 - 68	195411.6
112/03/22	800 高雄市	I4 木瓜 青木瓜 	20.0 	20.0 	20.0 	20.0 	    0	430 	 - 49	8600
112/03/22	800 高雄市	L1 枇杷 茂木 	238.5 	163.6 	120.0 	169.8 	 +  9	390 	 - 11	66222
112/03/22	800 高雄市	M3 楊桃 馬來亞種 	30.0 	30.0 	30.0 	30.0 	 +  9	180 	 - 80	5400
112/03/22	800 高雄市	N9 李 進口 	120.0 	110.0 	100.0 	110.0 	 -  8	170 	 - 79	18700
112/03/22	800 高雄市	O9 梨 其他進口 	114.9 	103.0 	94.6 	103.7 	 -  2	"1,734 "	 + 52	179815.8
112/03/22	800 高雄市	O99 梨 西洋梨進口 	123.8 	111.8 	97.2 	111.3 	 -  7	390 	 + 15	43407
112/03/22	800 高雄市	P1 番石榴 珍珠芭 	39.6 	31.3 	30.0 	32.7 	 +  4	"1,074 "	 - 70	35119.8
112/03/22	800 高雄市	Q1 蓮霧 紅蓮霧 	136.7 	77.5 	47.9 	83.4 	 + 36	"2,577 "	 -  1	214921.8
112/03/22	800 高雄市	R3 芒果 本島 	100.0 	60.2 	50.0 	66.1 	 - 13	185 	 - 51	12228.5
112/03/22	800 高雄市	R5 芒果 黑香金興 	100.0 	100.0 	100.0 	100.0 	  -  	24 	  -  	2400
112/03/22	800 高雄市	R6 芒果 金煌 	60.0 	60.0 	60.0 	60.0 	 -  4	24 	 - 86	1440
112/03/22	800 高雄市	S1 葡萄 巨峰 	119.7 	85.9 	80.0 	91.5 	 -  5	"2,034 "	 - 16	186111
112/03/22	800 高雄市	S9 葡萄 進口 	170.1 	116.0 	89.2 	121.5 	 +  2	"1,662 "	 + 39	201933
112/03/22	800 高雄市	T5 西瓜 黃肉 	27.8 	21.2 	20.0 	22.3 	 +  7	"4,250 "	 +191	94775
112/03/22	800 高雄市	V1 甜瓜 美濃 	90.0 	75.8 	70.0 	77.5 	 + 55	600 	 +100	46500
112/03/22	800 高雄市	W1 洋香瓜 網狀紅肉 	90.0 	76.9 	70.0 	78.1 	 + 74	"1,600 "	 - 15	124960
112/03/22	800 高雄市	W6 洋香瓜 光面綠肉 	60.0 	45.4 	31.3 	45.5 	 + 33	"2,006 "	 - 77	91273
112/03/22	800 高雄市	X69 蘋果 富士進口 	185.7 	81.7 	67.8 	99.7 	 -  5	"10,440 "	 +  6	1040868
112/03/22	800 高雄市	Y39 桃子 甜桃進口 	120.0 	95.9 	80.0 	97.6 	 -  3	"2,200 "	 -  4	214720
112/03/22	800 高雄市	Y4 桃子 早桃 	90.0 	90.0 	90.0 	90.0 	 + 13	48 	 +300	4320
112/03/23	800 高雄市	11 椰子  	11.0 	8.9 	8.0 	9.2 	  -  	"3,260 "	  -  	29992
112/03/23	800 高雄市	22 棗子  	65.1 	50.8 	34.7 	50.5 	 - 26	"1,182 "	 - 23	59691
112/03/23	800 高雄市	31 釋迦  	80.0 	80.0 	80.0 	80.0 	 + 17	48 	 - 97	3840
112/03/23	800 高雄市	41 梅  	60.0 	60.0 	60.0 	60.0 	 - 14	18 	 - 50	1080
112/03/23	800 高雄市	45 草莓  	212.1 	106.9 	45.1 	115.6 	 -  2	409 	 - 27	47280.4
112/03/23	800 高雄市	459 草莓 進口 	700.0 	700.0 	700.0 	700.0 	    0	30 	    0	21000
112/03/23	800 高雄市	469 藍莓 進口 	250.0 	250.0 	250.0 	250.0 	 + 19	8 	 - 20	2000
112/03/23	800 高雄市	51 百香果 改良種 	88.0 	76.0 	70.0 	77.2 	 -  3	375 	 +681	28950
112/03/23	800 高雄市	70 小番茄 其他 	77.6 	56.2 	36.1 	56.5 	 -  6	"1,022 "	 +  8	57743
112/03/23	800 高雄市	72 小番茄 聖女 	100.0 	53.9 	34.3 	59.2 	 +  1	158 	 + 44	9353.6
112/03/23	800 高雄市	74 小番茄 玉女 	180.0 	180.0 	121.4 	168.3 	 + 41	162 	 +350	27264.6
112/03/23	800 高雄市	812 火龍果 紅肉 	80.0 	64.8 	60.0 	66.9 	 + 11	290 	 - 59	19401
112/03/23	800 高雄市	829 蜜棗 進口 	130.0 	122.6 	110.0 	121.6 	 - 13	190 	 +217	23104
112/03/23	800 高雄市	91 其他  	35.6 	30.0 	30.0 	31.1 	 +  4	720 	 + 47	22392
112/03/23	800 高雄市	A1 香蕉  	47.8 	31.7 	25.0 	33.6 	 - 17	"2,025 "	 - 19	68040
112/03/23	800 高雄市	A2 香蕉 芭蕉紅芭蕉 	50.0 	50.0 	50.0 	50.0 	  -  	480 	  -  	24000
112/03/23	800 高雄市	B2 鳳梨 金鑽鳳梨 	24.9 	16.8 	15.0 	18.0 	 - 10	"6,726 "	 - 11	121068
112/03/23	800 高雄市	C2 茂谷柑  	72.7 	44.9 	30.0 	47.5 	 - 15	990 	 - 53	47025
112/03/23	800 高雄市	C9 椪柑 進口 	110.0 	110.0 	110.0 	110.0 	 - 15	60 	 + 50	6600
112/03/23	800 高雄市	D1 桶柑  	58.6 	41.0 	30.0 	42.3 	 + 17	834 	 - 46	35278.2
112/03/23	800 高雄市	E1 甜橙 柳橙 	45.0 	33.0 	20.0 	32.8 	  -  	885 	  -  	29028
112/03/23	800 高雄市	E9 甜橙 進口 	72.2 	69.7 	66.7 	69.6 	 -  2	756 	 - 62	52617.6
112/03/23	800 高雄市	F1 雜柑 檸檬 	52.5 	38.3 	31.9 	39.9 	 +  6	"1,600 "	 +248	63840
112/03/23	800 高雄市	F2 雜柑 金棗 	45.0 	45.0 	45.0 	45.0 	  -  	250 	  -  	11250
112/03/23	800 高雄市	F4 雜柑 桔子 	118.8 	108.4 	76.5 	104.1 	 +  4	170 	 +325	17697
112/03/23	800 高雄市	G2 黃金果  	100.0 	95.6 	80.0 	93.4 	  -  	279 	  -  	26058.6
112/03/23	800 高雄市	G49 奇異果 進口 	320.7 	176.8 	124.3 	195.1 	 -  4	230 	 - 67	44873
112/03/23	800 高雄市	G5 香瓜梨  	70.0 	70.0 	70.0 	70.0 	  -  	175 	  -  	12250
112/03/23	800 高雄市	H4 葡萄柚 紅肉 	30.0 	28.5 	25.0 	28.1 	  -  	234 	  -  	6575.4
112/03/23	800 高雄市	I1 木瓜 網室紅肉 	38.2 	27.9 	20.0 	28.4 	 -  8	"4,707 "	 - 26	133678.8
112/03/23	800 高雄市	I4 木瓜 青木瓜 	20.0 	20.0 	20.0 	20.0 	    0	530 	 + 23	10600
112/03/23	800 高雄市	L1 枇杷 茂木 	234.8 	175.0 	125.4 	177.0 	 +  4	244 	 - 37	43188
112/03/23	800 高雄市	N9 李 進口 	120.0 	120.0 	120.0 	120.0 	 +  9	80 	 - 53	9600
112/03/23	800 高雄市	O9 梨 其他進口 	119.5 	110.4 	102.8 	110.7 	 +  7	705 	 - 59	78043.5
112/03/23	800 高雄市	O99 梨 西洋梨進口 	119.3 	97.5 	85.0 	99.3 	 - 11	460 	 + 18	45678
112/03/23	800 高雄市	P1 番石榴 珍珠芭 	40.0 	38.4 	33.1 	37.6 	 + 15	"1,960 "	 + 82	73696
112/03/23	800 高雄市	Q1 蓮霧 紅蓮霧 	120.1 	66.9 	45.4 	73.3 	 - 12	"1,677 "	 - 35	122924.1
112/03/23	800 高雄市	R2 芒果 玉文 	80.0 	80.0 	80.0 	80.0 	  -  	8 	  -  	640
112/03/23	800 高雄市	R3 芒果 本島 	120.0 	72.0 	50.0 	77.2 	 + 17	136 	 - 26	10499.2
112/03/23	800 高雄市	S1 葡萄 巨峰 	100.9 	81.2 	80.0 	84.9 	 -  7	"1,020 "	 - 50	86598
112/03/23	800 高雄市	S9 葡萄 進口 	166.7 	115.0 	94.4 	121.2 	 -  0	"1,197 "	 - 28	145076.4
112/03/23	800 高雄市	T1 西瓜 大西瓜 	25.0 	18.6 	16.0 	19.4 	  -  	"5,690 "	  -  	110386
112/03/23	800 高雄市	V1 甜瓜 美濃 	84.6 	70.0 	70.0 	72.9 	 -  6	615 	 +  3	44833.5
112/03/23	800 高雄市	X69 蘋果 富士進口 	184.8 	75.5 	64.5 	95.1 	 -  5	"10,912 "	 +  5	1037731.2
112/03/23	800 高雄市	Y39 桃子 甜桃進口 	128.1 	115.8 	85.4 	112.2 	 + 15	"2,150 "	 -  2	241230
112/03/23	800 高雄市	Y4 桃子 早桃 	90.0 	90.0 	90.0 	90.0 	    0	36 	 - 25	3240
112/03/24	800 高雄市	22 棗子  	103.2 	55.4 	50.0 	63.9 	 + 27	432 	 - 63	27604.8
112/03/24	800 高雄市	31 釋迦  	100.0 	78.8 	70.0 	81.3 	 +  2	192 	 +300	15609.6
112/03/24	800 高雄市	32 釋迦 鳳梨釋迦 	40.0 	31.7 	20.0 	31.0 	  -  	240 	  -  	7440
112/03/24	800 高雄市	41 梅  	70.0 	70.0 	70.0 	70.0 	 + 17	48 	 +167	3360
112/03/24	800 高雄市	45 草莓  	213.8 	105.2 	50.0 	115.9 	 +  0	330 	 - 19	38247
112/03/24	800 高雄市	459 草莓 進口 	700.0 	700.0 	700.0 	700.0 	    0	30 	    0	21000
